resale_price_Min,resale_price_Q1,resale_price_Median,resale_price_Q3,resale_price_Max,resale_price_Mean,resale_price_SD,floor_area_sqm_Min,floor_area_sqm_Q1,floor_area_sqm_Median,floor_area_sqm_Q3,floor_area_sqm_Max,floor_area_sqm_Mean,floor_area_sqm_SD,remaining_lease_years_Min,remaining_lease_years_Q1,remaining_lease_years_Median,remaining_lease_years_Q3,remaining_lease_years_Max,remaining_lease_years_Mean,remaining_lease_years_SD,year_Min,year_Q1,year_Median,year_Q3,year_Max,year_Mean,year_SD,month_num_Min,month_num_Q1,month_num_Median,month_num_Q3,month_num_Max,month_num_Mean,month_num_SD
140000,380000,480000,615000,1600000,512492.5777383058,179996.0588791785,31,82,93,112,366.7,96.92168081177186,24.02782330768383,40.083333333333336,62.75,74.25,88.58333333333333,97.75,74.4253182648671,14.115767186365794,2017,2019,2021,2023,2025,2020.8712549851673,2.342324072436264,1,3,7,9,12,6.512617630301959,3.4413376466282672
